统计序号,client发送时间(ms),client接收时间(ms),server发送时间(ms),server接收时间(ms),本地总线间隔时间(ms),占比百分比(%),服务端间隔时间(ms),占比百分比(%),对比百分比1 L/S(%),对比百分比2 S/L(%),,单程1,单程2
592,14425240,14425287,14425256,14425272,31,65.957447,16,34.042553,193.75,51.612903,,16,15
593,14425287,14425396,14425334,14425350,93,85.321101,16,14.678899,581.25,17.204301,,47,46
594,14425396,14425443,14425396,14425428,15,31.914894,32,68.085106,46.875,213.333333,,0,15
595,14425443,14425552,14425474,14425506,77,70.642202,32,29.357798,240.625,41.558442,,31,46
596,14425552,14425599,14425552,14425568,31,65.957447,16,34.042553,193.75,51.612903,,0,31
597,14425599,14425693,14425630,14425646,78,82.978723,16,17.021277,487.5,20.512821,,31,47
598,14425693,14425740,14425693,14425724,16,34.042553,31,65.957447,51.612903,193.75,,0,16
599,14425740,14425849,14425771,14425786,94,86.238532,15,13.761468,626.666667,15.957447,,31,63
600,14425849,14425942,14425896,14425911,78,83.870968,15,16.129032,520,19.230769,,47,31
601,14425942,14425989,14425974,14425989,32,68.085106,15,31.914894,213.333333,46.875,,32,0
602,14425989,14426098,14426036,14426067,78,71.559633,31,28.440367,251.612903,39.74359,,47,31
603,14426098,14426145,14426114,14426130,31,65.957447,16,34.042553,193.75,51.612903,,16,15
604,14426145,14426239,14426176,14426208,62,65.957447,32,34.042553,193.75,51.612903,,31,31
605,14426239,14426301,14426254,14426270,46,74.193548,16,25.806452,287.5,34.782609,,15,31
606,14426301,14426395,14426332,14426348,78,82.978723,16,17.021277,487.5,20.512821,,31,47
607,14426395,14426442,14426395,14426426,16,34.042553,31,65.957447,51.612903,193.75,,0,16
608,14426442,14426551,14426473,14426488,94,86.238532,15,13.761468,626.666667,15.957447,,31,63
609,14426551,14426644,14426598,14426613,78,83.870968,15,16.129032,520,19.230769,,47,31
610,14426644,14426691,14426676,14426691,32,68.085106,15,31.914894,213.333333,46.875,,32,0
611,14426691,14426800,14426738,14426769,78,71.559633,31,28.440367,251.612903,39.74359,,47,31
612,14426800,14426847,14426816,14426832,31,65.957447,16,34.042553,193.75,51.612903,,16,15
613,14426847,14426941,14426894,14426910,78,82.978723,16,17.021277,487.5,20.512821,,47,31
614,14426941,14426988,14426956,14426988,15,31.914894,32,68.085106,46.875,213.333333,,15,0
615,14426988,14427097,14427034,14427066,77,70.642202,32,29.357798,240.625,41.558442,,46,31
616,14427097,14427144,14427112,14427128,31,65.957447,16,34.042553,193.75,51.612903,,15,16
617,14427144,14427237,14427175,14427206,62,66.666667,31,33.333333,200,50,,31,31
618,14427237,14427300,14427253,14427284,32,50.793651,31,49.206349,103.225806,96.875,,16,16
619,14427300,14427393,14427331,14427346,78,83.870968,15,16.129032,520,19.230769,,31,47
620,14427393,14427440,14427393,14427424,16,34.042553,31,65.957447,51.612903,193.75,,0,16
621,14427440,14427549,14427471,14427502,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
622,14427549,14427643,14427596,14427612,78,82.978723,16,17.021277,487.5,20.512821,,47,31
623,14427643,14427690,14427674,14427690,31,65.957447,16,34.042553,193.75,51.612903,,31,0
624,14427690,14427799,14427736,14427768,77,70.642202,32,29.357798,240.625,41.558442,,46,31
625,14427799,14427846,14427814,14427830,31,65.957447,16,34.042553,193.75,51.612903,,15,16
626,14427846,14427939,14427892,14427908,77,82.795699,16,17.204301,481.25,20.779221,,46,31
627,14427939,14428002,14427955,14427986,32,50.793651,31,49.206349,103.225806,96.875,,16,16
628,14428002,14428095,14428033,14428048,78,83.870968,15,16.129032,520,19.230769,,31,47
629,14428095,14428142,14428111,14428126,32,68.085106,15,31.914894,213.333333,46.875,,16,16
630,14428142,14428251,14428173,14428204,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
631,14428251,14428298,14428251,14428267,31,65.957447,16,34.042553,193.75,51.612903,,0,31
632,14428298,14428392,14428329,14428345,78,82.978723,16,17.021277,487.5,20.512821,,31,47
633,14428392,14428501,14428438,14428470,77,70.642202,32,29.357798,240.625,41.558442,,46,31
634,14428501,14428548,14428516,14428532,31,65.957447,16,34.042553,193.75,51.612903,,15,16
635,14428548,14428641,14428594,14428610,77,82.795699,16,17.204301,481.25,20.779221,,46,31
636,14428641,14428688,14428657,14428688,16,34.042553,31,65.957447,51.612903,193.75,,16,0
637,14428688,14428797,14428735,14428766,78,71.559633,31,28.440367,251.612903,39.74359,,47,31
638,14428797,14428844,14428813,14428828,32,68.085106,15,31.914894,213.333333,46.875,,16,16
639,14428844,14428938,14428891,14428906,79,84.042553,15,15.957447,526.666667,18.987342,,47,32
640,14428938,14429000,14428953,14428984,31,50,31,50,100,100,,15,16
641,14429000,14429094,14429031,14429062,63,67.021277,31,32.978723,203.225806,49.206349,,31,32
642,14429094,14429140,14429109,14429125,30,65.217391,16,34.782609,187.5,53.333333,,15,15
643,14429140,14429250,14429172,14429203,79,71.818182,31,28.181818,254.83871,39.240506,,32,47
644,14429250,14429296,14429250,14429265,31,67.391304,15,32.608696,206.666667,48.387097,,0,31
645,14429296,14429390,14429328,14429343,79,84.042553,15,15.957447,526.666667,18.987342,,32,47
646,14429390,14429499,14429452,14429468,93,85.321101,16,14.678899,581.25,17.204301,,62,31
647,14429499,14429546,14429515,14429546,16,34.042553,31,65.957447,51.612903,193.75,,16,0
648,14429546,14429640,14429593,14429608,79,84.042553,15,15.957447,526.666667,18.987342,,47,32
649,14429640,14429702,14429655,14429686,31,50,31,50,100,100,,15,16
650,14429702,14429796,14429733,14429764,63,67.021277,31,32.978723,203.225806,49.206349,,31,32
651,14429796,14429842,14429811,14429827,30,65.217391,16,34.782609,187.5,53.333333,,15,15
652,14429842,14429952,14429889,14429905,94,85.454545,16,14.545455,587.5,17.021277,,47,47
653,14429952,14429998,14429952,14429983,15,32.608696,31,67.391304,48.387097,206.666667,,0,15
654,14429998,14430092,14430030,14430045,79,84.042553,15,15.957447,526.666667,18.987342,,32,47
655,14430092,14430139,14430108,14430123,32,68.085106,15,31.914894,213.333333,46.875,,16,16
656,14430139,14430248,14430170,14430201,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
657,14430248,14430342,14430295,14430326,63,67.021277,31,32.978723,203.225806,49.206349,,47,16
658,14430342,14430388,14430373,14430388,31,67.391304,15,32.608696,206.666667,48.387097,,31,0
659,14430388,14430498,14430435,14430466,79,71.818182,31,28.181818,254.83871,39.240506,,47,32
660,14430498,14430544,14430513,14430544,15,32.608696,31,67.391304,48.387097,206.666667,,15,0
661,14430544,14430638,14430591,14430607,78,82.978723,16,17.021277,487.5,20.512821,,47,31
662,14430638,14430700,14430654,14430685,31,50,31,50,100,100,,16,15
663,14430700,14430794,14430732,14430763,63,67.021277,31,32.978723,203.225806,49.206349,,32,31
664,14430794,14430841,14430810,14430825,32,68.085106,15,31.914894,213.333333,46.875,,16,16
665,14430841,14430950,14430888,14430903,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
666,14430950,14430997,14430950,14430981,16,34.042553,31,65.957447,51.612903,193.75,,0,16
667,14430997,14431090,14431028,14431044,77,82.795699,16,17.204301,481.25,20.779221,,31,46
668,14431090,14431137,14431090,14431122,15,31.914894,32,68.085106,46.875,213.333333,,0,15
669,14431137,14431246,14431168,14431200,77,70.642202,32,29.357798,240.625,41.558442,,31,46
670,14431246,14431340,14431293,14431324,63,67.021277,31,32.978723,203.225806,49.206349,,47,16
671,14431340,14431402,14431371,14431387,46,74.193548,16,25.806452,287.5,34.782609,,31,15
672,14431402,14431496,14431434,14431465,63,67.021277,31,32.978723,203.225806,49.206349,,32,31
673,14431496,14431543,14431512,14431527,32,68.085106,15,31.914894,213.333333,46.875,,16,16
674,14431543,14431652,14431590,14431605,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
675,14431652,14431699,14431652,14431683,16,34.042553,31,65.957447,51.612903,193.75,,0,16
676,14431699,14431792,14431730,14431761,62,66.666667,31,33.333333,200,50,,31,31
677,14431792,14431839,14431808,14431839,16,34.042553,31,65.957447,51.612903,193.75,,16,0
678,14431839,14431948,14431886,14431902,93,85.321101,16,14.678899,581.25,17.204301,,47,46
679,14431948,14431995,14431964,14431980,31,65.957447,16,34.042553,193.75,51.612903,,16,15
680,14431995,14432089,14432026,14432058,62,65.957447,32,34.042553,193.75,51.612903,,31,31
681,14432089,14432151,14432104,14432136,30,48.387097,32,51.612903,93.75,106.666667,,15,15
682,14432151,14432245,14432182,14432198,78,82.978723,16,17.021277,487.5,20.512821,,31,47
683,14432245,14432292,14432245,14432276,16,34.042553,31,65.957447,51.612903,193.75,,0,16
684,14432292,14432401,14432323,14432338,94,86.238532,15,13.761468,626.666667,15.957447,,31,63
685,14432401,14432494,14432448,14432463,78,83.870968,15,16.129032,520,19.230769,,47,31
686,14432494,14432588,14432526,14432541,79,84.042553,15,15.957447,526.666667,18.987342,,32,47
687,14432588,14432697,14432650,14432666,93,85.321101,16,14.678899,581.25,17.204301,,62,31
688,14432697,14432744,14432713,14432744,16,34.042553,31,65.957447,51.612903,193.75,,16,0
689,14432744,14432838,14432791,14432806,79,84.042553,15,15.957447,526.666667,18.987342,,47,32
690,14432838,14432900,14432869,14432884,47,75.806452,15,24.193548,313.333333,31.914894,,31,16
691,14432900,14432994,14432931,14432962,63,67.021277,31,32.978723,203.225806,49.206349,,31,32
692,14432994,14433040,14433009,14433040,15,32.608696,31,67.391304,48.387097,206.666667,,15,0
693,14433040,14433150,14433087,14433103,94,85.454545,16,14.545455,587.5,17.021277,,47,47
694,14433150,14433196,14433150,14433181,15,32.608696,31,67.391304,48.387097,206.666667,,0,15
695,14433196,14433290,14433228,14433259,63,67.021277,31,32.978723,203.225806,49.206349,,32,31
696,14433290,14433352,14433306,14433321,47,75.806452,15,24.193548,313.333333,31.914894,,16,31
697,14433352,14433446,14433384,14433399,79,84.042553,15,15.957447,526.666667,18.987342,,32,47
698,14433446,14433493,14433446,14433477,16,34.042553,31,65.957447,51.612903,193.75,,0,16
699,14433493,14433602,14433524,14433540,93,85.321101,16,14.678899,581.25,17.204301,,31,62
700,14433602,14433696,14433649,14433664,79,84.042553,15,15.957447,526.666667,18.987342,,47,32
701,14433696,14433742,14433711,14433742,15,32.608696,31,67.391304,48.387097,206.666667,,15,0
702,14433742,14433852,14433789,14433820,79,71.818182,31,28.181818,254.83871,39.240506,,47,32
703,14433852,14433898,14433867,14433883,30,65.217391,16,34.782609,187.5,53.333333,,15,15
704,14433898,14433992,14433945,14433961,78,82.978723,16,17.021277,487.5,20.512821,,47,31
705,14433992,14434039,14434008,14434039,16,34.042553,31,65.957447,51.612903,193.75,,16,0
706,14434039,14434148,14434086,14434101,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
707,14434148,14434195,14434148,14434179,16,34.042553,31,65.957447,51.612903,193.75,,0,16
708,14434195,14434288,14434226,14434242,77,82.795699,16,17.204301,481.25,20.779221,,31,46
709,14434288,14434351,14434304,14434320,47,74.603175,16,25.396825,293.75,34.042553,,16,31
710,14434351,14434444,14434366,14434398,61,65.591398,32,34.408602,190.625,52.459016,,15,46
711,14434444,14434538,14434491,14434522,63,67.021277,31,32.978723,203.225806,49.206349,,47,16
712,14434538,14434600,14434569,14434585,46,74.193548,16,25.806452,287.5,34.782609,,31,15
713,14434600,14434694,14434647,14434663,78,82.978723,16,17.021277,487.5,20.512821,,47,31
714,14434694,14434741,14434710,14434741,16,34.042553,31,65.957447,51.612903,193.75,,16,0
715,14434741,14434850,14434788,14434803,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
716,14434850,14434897,14434866,14434881,32,68.085106,15,31.914894,213.333333,46.875,,16,16
717,14434897,14434990,14434928,14434959,62,66.666667,31,33.333333,200,50,,31,31
718,14434990,14435053,14435006,14435022,47,74.603175,16,25.396825,293.75,34.042553,,16,31
719,14435053,14435146,14435084,14435100,77,82.795699,16,17.204301,481.25,20.779221,,31,46
720,14435146,14435193,14435146,14435178,15,31.914894,32,68.085106,46.875,213.333333,,0,15
721,14435193,14435302,14435224,14435256,77,70.642202,32,29.357798,240.625,41.558442,,31,46
722,14435302,14435349,14435302,14435318,31,65.957447,16,34.042553,193.75,51.612903,,0,31
723,14435349,14435443,14435365,14435396,63,67.021277,31,32.978723,203.225806,49.206349,,16,47
724,14435443,14435552,14435490,14435521,78,71.559633,31,28.440367,251.612903,39.74359,,47,31
725,14435552,14435599,14435568,14435599,16,34.042553,31,65.957447,51.612903,193.75,,16,0
726,14435599,14435692,14435646,14435661,78,83.870968,15,16.129032,520,19.230769,,47,31
727,14435692,14435739,14435708,14435739,16,34.042553,31,65.957447,51.612903,193.75,,16,0
728,14435739,14435848,14435786,14435802,93,85.321101,16,14.678899,581.25,17.204301,,47,46
729,14435848,14435895,14435864,14435880,31,65.957447,16,34.042553,193.75,51.612903,,16,15
730,14435895,14435989,14435926,14435958,62,65.957447,32,34.042553,193.75,51.612903,,31,31
731,14435989,14436051,14436004,14436036,30,48.387097,32,51.612903,93.75,106.666667,,15,15
732,14436051,14436145,14436082,14436098,78,82.978723,16,17.021277,487.5,20.512821,,31,47
733,14436145,14436192,14436145,14436176,16,34.042553,31,65.957447,51.612903,193.75,,0,16
734,14436192,14436301,14436223,14436254,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
735,14436301,14436348,14436301,14436332,16,34.042553,31,65.957447,51.612903,193.75,,0,16
736,14436348,14436441,14436379,14436394,78,83.870968,15,16.129032,520,19.230769,,31,47
737,14436441,14436488,14436441,14436472,16,34.042553,31,65.957447,51.612903,193.75,,0,16
738,14436488,14436597,14436519,14436550,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
739,14436597,14436691,14436644,14436675,63,67.021277,31,32.978723,203.225806,49.206349,,47,16
740,14436691,14436738,14436722,14436738,31,65.957447,16,34.042553,193.75,51.612903,,31,0
741,14436738,14436847,14436784,14436816,77,70.642202,32,29.357798,240.625,41.558442,,46,31
742,14436847,14436894,14436862,14436894,15,31.914894,32,68.085106,46.875,213.333333,,15,0
743,14436894,14437003,14436940,14436956,93,85.321101,16,14.678899,581.25,17.204301,,46,47
744,14437003,14437050,14437003,14437034,16,34.042553,31,65.957447,51.612903,193.75,,0,16
745,14437050,14437143,14437081,14437112,62,66.666667,31,33.333333,200,50,,31,31
746,14437143,14437190,14437159,14437174,32,68.085106,15,31.914894,213.333333,46.875,,16,16
747,14437190,14437299,14437237,14437252,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
748,14437299,14437346,14437299,14437330,16,34.042553,31,65.957447,51.612903,193.75,,0,16
749,14437346,14437440,14437377,14437393,78,82.978723,16,17.021277,487.5,20.512821,,31,47
750,14437440,14437502,14437455,14437471,46,74.193548,16,25.806452,287.5,34.782609,,15,31
751,14437502,14437596,14437518,14437549,63,67.021277,31,32.978723,203.225806,49.206349,,16,47
752,14437596,14437689,14437642,14437674,61,65.591398,32,34.408602,190.625,52.459016,,46,15
753,14437689,14437752,14437720,14437736,47,74.603175,16,25.396825,293.75,34.042553,,31,16
754,14437752,14437845,14437798,14437814,77,82.795699,16,17.204301,481.25,20.779221,,46,31
755,14437845,14437892,14437861,14437892,16,34.042553,31,65.957447,51.612903,193.75,,16,0
756,14437892,14438001,14437939,14437954,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
757,14438001,14438048,14438017,14438032,32,68.085106,15,31.914894,213.333333,46.875,,16,16
758,14438048,14438142,14438079,14438110,63,67.021277,31,32.978723,203.225806,49.206349,,31,32
759,14438142,14438188,14438157,14438173,30,65.217391,16,34.782609,187.5,53.333333,,15,15
760,14438188,14438298,14438235,14438251,94,85.454545,16,14.545455,587.5,17.021277,,47,47
761,14438298,14438344,14438298,14438329,15,32.608696,31,67.391304,48.387097,206.666667,,0,15
762,14438344,14438438,14438376,14438391,79,84.042553,15,15.957447,526.666667,18.987342,,32,47
763,14438438,14438500,14438454,14438469,47,75.806452,15,24.193548,313.333333,31.914894,,16,31
764,14438500,14438594,14438516,14438547,63,67.021277,31,32.978723,203.225806,49.206349,,16,47
765,14438594,14438688,14438641,14438672,63,67.021277,31,32.978723,203.225806,49.206349,,47,16
766,14438688,14438750,14438719,14438734,47,75.806452,15,24.193548,313.333333,31.914894,,31,16
767,14438750,14438844,14438797,14438812,79,84.042553,15,15.957447,526.666667,18.987342,,47,32
768,14438844,14438890,14438859,14438890,15,32.608696,31,67.391304,48.387097,206.666667,,15,0
769,14438890,14439000,14438937,14438968,79,71.818182,31,28.181818,254.83871,39.240506,,47,32
770,14439000,14439046,14439015,14439031,30,65.217391,16,34.782609,187.5,53.333333,,15,15
771,14439046,14439140,14439093,14439109,78,82.978723,16,17.021277,487.5,20.512821,,47,31
772,14439140,14439202,14439156,14439187,31,50,31,50,100,100,,16,15
773,14439202,14439296,14439234,14439265,63,67.021277,31,32.978723,203.225806,49.206349,,32,31
774,14439296,14439343,14439312,14439327,32,68.085106,15,31.914894,213.333333,46.875,,16,16
775,14439343,14439452,14439390,14439405,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
776,14439452,14439499,14439452,14439483,16,34.042553,31,65.957447,51.612903,193.75,,0,16
777,14439499,14439592,14439530,14439561,62,66.666667,31,33.333333,200,50,,31,31
778,14439592,14439639,14439608,14439624,31,65.957447,16,34.042553,193.75,51.612903,,16,15
779,14439639,14439748,14439670,14439702,77,70.642202,32,29.357798,240.625,41.558442,,31,46
780,14439748,14439795,14439748,14439780,15,31.914894,32,68.085106,46.875,213.333333,,0,15
781,14439795,14439889,14439826,14439842,78,82.978723,16,17.021277,487.5,20.512821,,31,47
782,14439889,14439998,14439951,14439967,93,85.321101,16,14.678899,581.25,17.204301,,62,31
783,14439998,14440045,14440014,14440045,16,34.042553,31,65.957447,51.612903,193.75,,16,0
784,14440045,14440138,14440092,14440107,78,83.870968,15,16.129032,520,19.230769,,47,31
785,14440138,14440201,14440170,14440185,48,76.190476,15,23.809524,320,31.25,,32,16
786,14440201,14440294,14440232,14440263,62,66.666667,31,33.333333,200,50,,31,31
787,14440294,14440341,14440310,14440341,16,34.042553,31,65.957447,51.612903,193.75,,16,0
788,14440341,14440450,14440388,14440404,93,85.321101,16,14.678899,581.25,17.204301,,47,46
789,14440450,14440497,14440466,14440482,31,65.957447,16,34.042553,193.75,51.612903,,16,15
790,14440497,14440591,14440528,14440560,62,65.957447,32,34.042553,193.75,51.612903,,31,31
791,14440591,14440638,14440606,14440622,31,65.957447,16,34.042553,193.75,51.612903,,15,16
792,14440638,14440747,14440684,14440700,93,85.321101,16,14.678899,581.25,17.204301,,46,47
793,14440747,14440794,14440747,14440778,16,34.042553,31,65.957447,51.612903,193.75,,0,16
794,14440794,14440903,14440825,14440840,94,86.238532,15,13.761468,626.666667,15.957447,,31,63
795,14440903,14440950,14440903,14440918,32,68.085106,15,31.914894,213.333333,46.875,,0,32
796,14440950,14440996,14440965,14440996,15,32.608696,31,67.391304,48.387097,206.666667,,15,0
797,14440996,14441090,14441043,14441059,78,82.978723,16,17.021277,487.5,20.512821,,47,31
798,14441090,14441152,14441121,14441137,46,74.193548,16,25.806452,287.5,34.782609,,31,15
799,14441152,14441246,14441184,14441215,63,67.021277,31,32.978723,203.225806,49.206349,,32,31
800,14441246,14441293,14441262,14441277,32,68.085106,15,31.914894,213.333333,46.875,,16,16
801,14441293,14441402,14441324,14441355,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
802,14441402,14441449,14441402,14441433,16,34.042553,31,65.957447,51.612903,193.75,,0,16
803,14441449,14441542,14441480,14441496,77,82.795699,16,17.204301,481.25,20.779221,,31,46
804,14441542,14441589,14441542,14441574,15,31.914894,32,68.085106,46.875,213.333333,,0,15
805,14441589,14441698,14441620,14441652,77,70.642202,32,29.357798,240.625,41.558442,,31,46
806,14441698,14441792,14441745,14441776,63,67.021277,31,32.978723,203.225806,49.206349,,47,16
807,14441792,14441839,14441823,14441839,31,65.957447,16,34.042553,193.75,51.612903,,31,0
808,14441839,14441948,14441901,14441917,93,85.321101,16,14.678899,581.25,17.204301,,62,31
809,14441948,14441995,14441964,14441995,16,34.042553,31,65.957447,51.612903,193.75,,16,0
810,14441995,14442088,14442042,14442057,78,83.870968,15,16.129032,520,19.230769,,47,31
811,14442088,14442151,14442104,14442135,32,50.793651,31,49.206349,103.225806,96.875,,16,16
812,14442151,14442244,14442182,14442213,62,66.666667,31,33.333333,200,50,,31,31
813,14442244,14442291,14442260,14442276,31,65.957447,16,34.042553,193.75,51.612903,,16,15
814,14442291,14442400,14442338,14442354,93,85.321101,16,14.678899,581.25,17.204301,,47,46
815,14442400,14442447,14442400,14442416,31,65.957447,16,34.042553,193.75,51.612903,,0,31
816,14442447,14442541,14442478,14442494,78,82.978723,16,17.021277,487.5,20.512821,,31,47
817,14442541,14442603,14442556,14442572,46,74.193548,16,25.806452,287.5,34.782609,,15,31
818,14442603,14442697,14442619,14442650,63,67.021277,31,32.978723,203.225806,49.206349,,16,47
819,14442697,14442790,14442744,14442775,62,66.666667,31,33.333333,200,50,,47,15
820,14442790,14442853,14442822,14442837,48,76.190476,15,23.809524,320,31.25,,32,16
821,14442853,14442946,14442900,14442915,78,83.870968,15,16.129032,520,19.230769,,47,31
822,14442946,14442993,14442962,14442993,16,34.042553,31,65.957447,51.612903,193.75,,16,0
823,14442993,14443102,14443040,14443071,78,71.559633,31,28.440367,251.612903,39.74359,,47,31
824,14443102,14443149,14443118,14443134,31,65.957447,16,34.042553,193.75,51.612903,,16,15
825,14443149,14443243,14443180,14443212,62,65.957447,32,34.042553,193.75,51.612903,,31,31
826,14443243,14443290,14443258,14443290,15,31.914894,32,68.085106,46.875,213.333333,,15,0
827,14443290,14443399,14443336,14443352,93,85.321101,16,14.678899,581.25,17.204301,,46,47
828,14443399,14443446,14443414,14443430,31,65.957447,16,34.042553,193.75,51.612903,,15,16
829,14443446,14443539,14443477,14443508,62,66.666667,31,33.333333,200,50,,31,31
830,14443539,14443602,14443555,14443586,32,50.793651,31,49.206349,103.225806,96.875,,16,16
831,14443602,14443695,14443633,14443648,78,83.870968,15,16.129032,520,19.230769,,31,47
832,14443695,14443742,14443695,14443726,16,34.042553,31,65.957447,51.612903,193.75,,0,16
833,14443742,14443851,14443773,14443789,93,85.321101,16,14.678899,581.25,17.204301,,31,62
834,14443851,14443945,14443898,14443914,78,82.978723,16,17.021277,487.5,20.512821,,47,31
835,14443945,14443992,14443976,14443992,31,65.957447,16,34.042553,193.75,51.612903,,31,0
836,14443992,14444101,14444038,14444070,77,70.642202,32,29.357798,240.625,41.558442,,46,31
837,14444101,14444148,14444116,14444132,31,65.957447,16,34.042553,193.75,51.612903,,15,16
838,14444148,14444241,14444194,14444210,77,82.795699,16,17.204301,481.25,20.779221,,46,31
839,14444241,14444288,14444257,14444288,16,34.042553,31,65.957447,51.612903,193.75,,16,0
840,14444288,14444397,14444335,14444366,78,71.559633,31,28.440367,251.612903,39.74359,,47,31
841,14444397,14444444,14444413,14444428,32,68.085106,15,31.914894,213.333333,46.875,,16,16
842,14444444,14444553,14444475,14444506,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
843,14444553,14444600,14444553,14444584,16,34.042553,31,65.957447,51.612903,193.75,,0,16
844,14444600,14444694,14444631,14444647,78,82.978723,16,17.021277,487.5,20.512821,,31,47
845,14444694,14444740,14444709,14444725,30,65.217391,16,34.782609,187.5,53.333333,,15,15
846,14444740,14444850,14444772,14444803,79,71.818182,31,28.181818,254.83871,39.240506,,32,47
847,14444850,14444943,14444896,14444928,61,65.591398,32,34.408602,190.625,52.459016,,46,15
848,14444943,14445052,14444974,14444990,93,85.321101,16,14.678899,581.25,17.204301,,31,62
849,14445052,14445146,14445099,14445115,78,82.978723,16,17.021277,487.5,20.512821,,47,31
850,14445146,14445193,14445162,14445193,16,34.042553,31,65.957447,51.612903,193.75,,16,0
851,14445193,14445302,14445240,14445271,78,71.559633,31,28.440367,251.612903,39.74359,,47,31
852,14445302,14445349,14445318,14445333,32,68.085106,15,31.914894,213.333333,46.875,,16,16
853,14445349,14445442,14445396,14445411,78,83.870968,15,16.129032,520,19.230769,,47,31
854,14445442,14445489,14445458,14445489,16,34.042553,31,65.957447,51.612903,193.75,,16,0
855,14445489,14445598,14445536,14445567,78,71.559633,31,28.440367,251.612903,39.74359,,47,31
856,14445598,14445645,14445614,14445630,31,65.957447,16,34.042553,193.75,51.612903,,16,15
857,14445645,14445739,14445692,14445708,78,82.978723,16,17.021277,487.5,20.512821,,47,31
858,14445739,14445801,14445754,14445786,30,48.387097,32,51.612903,93.75,106.666667,,15,15
859,14445801,14445895,14445832,14445864,62,65.957447,32,34.042553,193.75,51.612903,,31,31
860,14445895,14445942,14445910,14445926,31,65.957447,16,34.042553,193.75,51.612903,,15,16
861,14445942,14446051,14445988,14446004,93,85.321101,16,14.678899,581.25,17.204301,,46,47
862,14446051,14446098,14446051,14446082,16,34.042553,31,65.957447,51.612903,193.75,,0,16
863,14446098,14446191,14446129,14446144,78,83.870968,15,16.129032,520,19.230769,,31,47
864,14446191,14446238,14446207,14446222,32,68.085106,15,31.914894,213.333333,46.875,,16,16
865,14446238,14446347,14446269,14446300,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
866,14446347,14446441,14446394,14446425,63,67.021277,31,32.978723,203.225806,49.206349,,47,16
867,14446441,14446503,14446472,14446488,46,74.193548,16,25.806452,287.5,34.782609,,31,15
868,14446503,14446597,14446534,14446566,62,65.957447,32,34.042553,193.75,51.612903,,31,31
869,14446597,14446644,14446612,14446644,15,31.914894,32,68.085106,46.875,213.333333,,15,0
870,14446644,14446753,14446690,14446706,93,85.321101,16,14.678899,581.25,17.204301,,46,47
871,14446753,14446800,14446753,14446784,16,34.042553,31,65.957447,51.612903,193.75,,0,16
872,14446800,14446893,14446831,14446862,62,66.666667,31,33.333333,200,50,,31,31
873,14446893,14446940,14446909,14446924,32,68.085106,15,31.914894,213.333333,46.875,,16,16
874,14446940,14447049,14446971,14447002,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
875,14447049,14447096,14447065,14447080,32,68.085106,15,31.914894,213.333333,46.875,,16,16
876,14447096,14447190,14447127,14447158,63,67.021277,31,32.978723,203.225806,49.206349,,31,32
877,14447190,14447252,14447205,14447221,46,74.193548,16,25.806452,287.5,34.782609,,15,31
878,14447252,14447346,14447283,14447299,78,82.978723,16,17.021277,487.5,20.512821,,31,47
879,14447346,14447392,14447346,14447377,15,32.608696,31,67.391304,48.387097,206.666667,,0,15
880,14447392,14447439,14447424,14447439,32,68.085106,15,31.914894,213.333333,46.875,,32,0
881,14447439,14447548,14447486,14447517,78,71.559633,31,28.440367,251.612903,39.74359,,47,31
882,14447548,14447595,14447564,14447580,31,65.957447,16,34.042553,193.75,51.612903,,16,15
883,14447595,14447689,14447642,14447658,78,82.978723,16,17.021277,487.5,20.512821,,47,31
884,14447689,14447751,14447704,14447736,30,48.387097,32,51.612903,93.75,106.666667,,15,15
885,14447751,14447845,14447782,14447814,62,65.957447,32,34.042553,193.75,51.612903,,31,31
886,14447845,14447892,14447860,14447876,31,65.957447,16,34.042553,193.75,51.612903,,15,16
887,14447892,14448001,14447923,14447954,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
888,14448001,14448048,14448001,14448016,32,68.085106,15,31.914894,213.333333,46.875,,0,32
889,14448048,14448141,14448079,14448094,78,83.870968,15,16.129032,520,19.230769,,31,47
890,14448141,14448188,14448141,14448172,16,34.042553,31,65.957447,51.612903,193.75,,0,16
891,14448188,14448297,14448219,14448250,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
892,14448297,14448391,14448344,14448375,63,67.021277,31,32.978723,203.225806,49.206349,,47,16
893,14448391,14448453,14448422,14448438,46,74.193548,16,25.806452,287.5,34.782609,,31,15
